,PropertyId,Url,Address,Price,Description,PropertyType,Bedrooms,Bathrooms,FurnishedType,ListingDate,PetFriendly,Smokers,Gardens,Parking,LetAvailableDate,Deposit,Geolocation,latitude,longitude
621,644,https://www.rightmove.co.uk/properties/137161796#/?channel=RES_LET,Lodge Lane London N12,2400.0,"Pay Less Upfront With Zero Deposit Guarantee. Stunning recently refurbished three bedroom house situated one one of North Finchley's most sought after roads. Occupiers would benefit from three sizeable bedrooms, private garden & the house being refurbished to a high standard throughout. Read more",House,3.0,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,01/09/2023,,"(51.3526774, -0.0255288)",51.3526774,-0.0255288
622,645,https://www.rightmove.co.uk/properties/137161724#/?channel=RES_LET,"Askew Road, London, W12",1750.0,"An alternative deposit option is available. A fabulous one bedroom apartment located on Askew Road. The property comprises a separate kitchen, living room finished in a neutral palette with wonderful high ceilings and floor-to-ceiling bay windows. There is a double bedroom with built-in storage and a bathroom with white suite and a shower over the bath. The apartment is within walking distance to Shepherds Bush Market with good underground links into London, Brook Green and Hammersmith. Brochures Particulars Read more",Apartment,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,26/08/2023,2019.0,"(51.5052414, -0.244478)",51.5052414,-0.244478
623,646,https://www.rightmove.co.uk/properties/137160779#/?channel=RES_LET,"Queensway, London, W2",1820.0,"Single Tenants Only
 Bright, double studio flat on the 2nd floor (with lifts) of this prestigious 1930s portered block. It has a large living room, a separate modern kitchen with a washing machine and a modern bathroom. The flat is at the rear of this very well-maintained building, and it is very quiet. 
   Hot water and central heating are included in the rent. 
   Arthur Court is located in the heart of Bayswater close to the large Waitrose supermarket and the Porchester Centre with its gym, swimming pool and library. It is only five minutes from Bayswater (District and Circle lines) and Queensway (Central line) stations and from the green open spaces of Kensington Gardens. It is ideally placed for all the shops, bars and restaurants of Queensway and Westbourne Grove, and for access to Paddington station (Bakerloo, Hammersmith & City, District, Circle, Mainline and Heathrow Express lines.
   Council Tax band - B
   Available 15/09/2023 Read more",Studio,,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,15/09/2023,2100.0,"(51.5102674, -0.1869016)",51.5102674,-0.1869016
624,647,https://www.rightmove.co.uk/properties/137161700#/?channel=RES_LET,"Deals Gateway, London, SE13",2200.0,"We are delighted to offer this stunning apartment located stone's throw away from Greenwich Park and all amenities Greenwich has to offer.  The apartment benefits from floor to ceiling windows, wooden floors and neutral décor throughout.  Further benefits include on site concierge, gym and swimming pool.  Viewings highly recommended! Brochures Deals Gateway, London, SE13  Read more",Apartment,2.0,1.0,Ask agent,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,21/09/2023,2538.0,"(51.459480965325945, -0.0095999694868238)",51.459480965325945,-0.0095999694868238
625,648,https://www.rightmove.co.uk/properties/137161682#/?channel=RES_LET,"Herbert Road, SE18",1650.0,"*ALL BILLS INCLUDED* A newly refurbished 1.5 bedroom property no a residential road moments away from parks and amenities. This flat comprises of :  -Large double bedroom  -Study / storage room  -Fully equipped kitchen  -Full bathroom  -Shared garden  This property benefits from being a short bus ride to benefit from all of Woolwich's amenities with easy access into Central London.   About Home Made: We are a property-technology company that is working to make renting better for everyone. We believe that finding a new home should be simple, hassle-free, and fun - so we’ve built a friendly, caring team and a user-friendly digital process to give renters an experience they can enjoy and trust. Get in touch with us today and discover Londoners’ favourite way to rent. Read more",Flat,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,21/07/2023,,"(51.4809455, 0.0694621)",51.4809455,0.0694621
626,649,https://www.rightmove.co.uk/properties/137161649#/?channel=RES_LET,"St. Stephens Road, London, E3",1650.0,"Available soon is this fantastic modern newly redecorated one bedroom flat set within a recently built development close to Roman Road Market, Bow, E3. Offers neutral decor throughout, lovely fully fitted open plan kitchen and good size bathroom. The location is fantastic with Victoria Park and Regents Canal on your doorstep and the vibrant Roman Road market where you can find supermarkets, shops, banks, bars and restaurants. Transport links are second to none with Bow DLR and tube and Mile End tube just a short walk away and a choice of bus links including twenty four hour services into the City and West End. Read more",Flat,1.0,,Ask agent,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,1903.0,"(51.6474428, -0.2147935)",51.6474428,-0.2147935
627,650,https://www.rightmove.co.uk/properties/133855772#/?channel=RES_LET," New North Road,London,N1",2700.0,"Location This two-bedroom apartment is situated in the idyllic area of Islington. The property is less than 200 metres from Essex Road Station, making this the perfect location for your stay in London. The Space Situated on the first floor of a modern, well-insulated building with an elevator, this beautiful London flat can comfortably accommodate up to four people. The smoke-free property features a living room, two bedrooms, a bathroom, a kitchen, a balcony and a well-stocked library. Property Description The living room is equipped with a comfortable sofa, two armchairs, a coffee table, a dining table and a Smart TV. There’s also a desk and ergonomic chair for those days when you work from home. The kitchen is fully equipped with modern appliances and includes all the cooking utensils you could need to prepare a quick snack or your evening dinner. The bedrooms are equipped with king-size beds, full-length mirrors and plenty of storage cupboards, and the bathroom comes with a bathtub. The balcony offers a cosy table and seating for two. Neighbourhood Situated less than 200 metres from Essex Road Station and serviced by six bus lines, the property allows easy and quick access to key locations for commuters and tourists alike. Major business districts such as The City of London, Canary Wharf, Holborn, King’s Cross, Camden and the West End are all easily accessible from this location, as are the universities in and around Euston. You can also explore famous London streets and landmarks such as St. Paul’s Cathedral, Oxford Street, Regent’s Park and Soho, making your trip one to remember. Angel station and Highbury & Islington station are a short bus ride away, connecting you to London’s famous tube network and overground trains. From this location, you can easily access Luton Airport too. The neighbourhood offers a wealth of communal green spaces, with Rosemary Gardens, Shoreditch Park, Islington Green and Highbury Park within easy distance. And the Regent’s Canal walking and cycling path is only an 8-minute stroll from the flat. The area surrounding your property is full of cafes, restaurants, shops, and supermarkets, making it easy to enjoy coffee, lunch, and dinner out within the vibrant area. With our years of experience in London, we recommend visiting Akari, Tierra Peru, Ottolenghi, Terra Rosa, Gallipoli and La Farola. Coffee shops and cafes in the area include Hungry Bikes, Cooks & Books, Brood Roastery, Costa Coffee and Devotion Coffee. If you would like to experience a British tradition, try one of our London pubs, our favourites being No Such Place, Green Man, The Alpaca, Smokehouse and Myddleton Arms, all less than 5-7 minutes’ walk from the property. Security Deposit: £3,455.00 Minimum length of stay: 6 months Council tax band: E Read more",Flat,2.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,16/07/2023,3455.0,"(51.5321761, -0.0868645)",51.5321761,-0.0868645
628,651,https://www.rightmove.co.uk/properties/137161643#/?channel=RES_LET,"Singapore Road, West Ealing",2200.0,"A stylish two bedroom apartment in this recently built development, finished to the highest standard throughout. The property offers two double bedrooms, two bathrooms and a private balcony over looking West Ealing. Redwell House is located close to the Uxbridge Road with its many shops and local amenities and less than half a mile from West Ealing Overground station with its links into Paddington. Brochures Brochure 1 Read more",Flat,2.0,2.0,Ask agent,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,,"(51.5108539, -0.3253493)",51.5108539,-0.3253493
629,652,https://www.rightmove.co.uk/properties/137161640#/?channel=RES_LET,"Brunswick Quay, SE16",1950.0,"**DEPOSIT FREE RENTING** New to the market a beautifully presented two bedroom apartment with a balcony set by the Greenland Docks with parking  walking distance to Canada Water Station.  The property is well proportioned with a fully fitted kitchen leading to a private balcony, two good size bedrooms an a modern bathroom suite. Brunswick Quay is well located to Canada Water Bus/Overground/Underground Station and close Surrey Quays Shopping Centre and Leisure Park.  This property is available with a Deposit Free option which means that instead of paying a traditional five weeks security deposit, you pay a fee of one weeks rent + VAT to become a member of a deposit free renting scheme which significantly reduces the up-front costs. This fee is non-refundable and is not a deposit so cannot be used towards covering the cost of any future damage. Brochures Particulars Read more",Flat,2.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,17/08/2023,2250.0,"(51.4965807874885, -0.053087634774609)",51.4965807874885,-0.053087634774609
630,653,https://www.rightmove.co.uk/properties/137161610#/?channel=RES_LET,"Pembridge Gardens, Notting Hill, W2",3500.0,"This impressive two double bedroom period conversion has access to large communal gardens and is set on the raised ground floor of a stunning Georgian property in the heart of Notting Hill. This fantastic apartment has a spacious reception room which is incredibly light and airy from the large windows, high ceilings and solid oak wood flooring - which feature throughout the property.  There is a separate fully integrated appliance kitchen which includes a dishwasher. Both bedrooms are a very well proportioned and the main bedroom is fitted with built-in-wardrobes and the bathroom is also modern and contemporary.  Pembridge Gardens is a sought after and prestigious road which is moments from shops and restaurants of Westbourne Grove and Ledbury Road. Notting Hill Gate tube station is a short walk away allowing access to the Circle, District and Central lines. Available Mid September. Brochures Pembridge Gardens, Notting Hill, W2 Brochure Read more",Apartment,2.0,1.0,"Furnished or unfurnished, landlord is flexible",,Ask Agents,Ask Agents,Ask Agents,Ask Agents,15/09/2023,4038.0,"(51.5113067, -0.1968907)",51.5113067,-0.1968907
631,654,https://www.rightmove.co.uk/properties/136801619#/?channel=RES_LET,"York Mansions, Prince Of Wales Drive, London, London, SW11",4247.0,"This lovely apartment benefits from a large reception/dining room which provides direct access to a private patio area and a kitchen fitted with modern units and appliances.  There are three bedrooms, all with fitted storage and access to two bathrooms.  Available to rent through Knight Frank on a furnished basis. EPC The property is located directly opposite Battersea Park and is within 0.4 miles from Queenstown Road and Battersea Park rail stations running into Waterloo and beyond, as well as being a short walk to the new Northern Line extension at Battersea Power Station.  Prince of Wales Drive is a beautiful tree lined street, framed on the one side by the stunning architecture of Prince of Wales Mansions and the other mansion blocks and on the other by the extensive foliage and green space of Battersea Park itself. This area also proves popular due to its' proximity to the King's Road, Sloane Square and Victoria, either on foot or by the regular bus services serving the area.  The immediate area offers a variety of leisure facilities and green space in the park itself. The property is in close proximity to the amazing, newly opened shops, bars, restaurants and cinemas at the Battersea Power Station. Brochures More Details Read more",Flat,3.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,5884.0,"(51.46854708938172, -0.1630139838709677)",51.46854708938172,-0.1630139838709677
632,655,https://www.rightmove.co.uk/properties/134880536#/?channel=RES_LET,"Casson Square, Southbank, London, SE1",3012.0,"A stunning studio apartment to rent in the brand new development, One Casson Square. Situated by Jubilee Gardens, the London Eye and The River Thames this has to be one of London's most desirable locations. The property boasts a fully integrated kitchen with state of the art Miele appliances including dishwasher, microwave combination oven and wine cooler. The reception room has floor to ceiling windows, bedroom has bespoke, full height wardrobes allowing for plenty of storage space, a separate fully tiled family bathroom and storage cupboards to the hallway. Other benefits include a Juliet balcony, wooden flooring throughout, triple glazed windows, underfloor heating and comfort cooling. Residents also benefit from a wide range of five star facilities, including the Residents' lounge and meeting facilities, cinema and access to the private health and fitness club with gym, infinity pool and treatment rooms. One Casson Square has its own 24 hour concierge service as well as the Southbank Place 24 hour security staff. Approximately 33.79 sq m (364 sq ft) EPC: B. Available to rent furnished through Knight Frank Southbank.  We are making enquiries in relation to any material information regarding fire safety of the external wall of the building. Further information will be provided if necessary. One Casson Square is located on the Southbank in the heart of London's cultural district with the BFI IMAX, Southbank Centre, Royal Festival Hall, Old Vic Theatre, Hayward Gallery and National Theatre all nearby. Southbank Place benefits from an onsite entrance into Waterloo Station for the Jubilee, Northern, Bakerloo, Waterloo & City line and mainline trains. The apartment is conveniently located for the City, Canary Wharf and the West End via the Jubilee Line. Brochures More Details Read more",Flat,,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,3475.0,"(51.48047583890664, -0.0426629791470975)",51.48047583890664,-0.0426629791470975
633,656,https://www.rightmove.co.uk/properties/137161571#/?channel=RES_LET,Bastwick Street London EC1V,2500.0,"Beautifully finished one bedroom property, fitted with stylish furnishing and a private balcony. The property sits within convenient walking distance to several commuter hubs, bars, restaurants and has usable space throughout. Suitable for couples or single tenants. Holding Deposit: £519.23 (1 week)*  Tenancy Deposit: £2,596.15 (5  weeks)*  Council Tax Band: E  *The deposit amounts are approximate and will vary depending on the final rent agreed. Read more",Apartment,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,08/09/2023,,"(51.52681382244898, -0.0978228693877551)",51.52681382244898,-0.0978228693877551
634,657,https://www.rightmove.co.uk/properties/137161562#/?channel=RES_LET,"Queen's Gate Place, London, SW7",3467.0,"This spacious 1 double bedroom raised ground floor property is situated on the desirable Queens Gate Place, consisting of a large, high ceiling reception room with mezzanine, fitted kitchen and 1 double bedroom with en-suite bathroom.
   Moments from transport links and the amenities on Gloucester Road. 0.2 miles from Gloucester Road (District, Circle and Piccadilly lines). Read more",Apartment,1.0,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,20/08/2023,,"(51.49738, -0.1814739)",51.49738,-0.1814739
635,658,https://www.rightmove.co.uk/properties/137161538#/?channel=RES_LET,"Cornwall Gardens, London, SW7",1517.0,"A spacious and bright 3rd floor studio flat in very good condition in one of the most sought-after areas in Kensington.
   The property a 2 minute walk from Gloucester Road Underground Station ad all the excellent range of amenities shops, cafés and restaurants. Property is also very close to Imperial College. Read more",Studio,,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,05/09/2023,,"(51.4968954, -0.1850318)",51.4968954,-0.1850318
636,659,https://www.rightmove.co.uk/properties/137161529#/?channel=RES_LET,"Cornwall Gardens, London, SW7",1950.0,A one bedroom flat situated on the 2nd floor of a corner period building close to Imperial College and Gloucester Road Underground Station. Read more,Apartment,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,20/09/2023,,"(51.4968954, -0.1850318)",51.4968954,-0.1850318
637,660,https://www.rightmove.co.uk/properties/137161511#/?channel=RES_LET,"Cornwall Gardens, London, SW7",2492.0,"This charming lower ground floor flat is situated in a period building with its own private entrance and wooden floors throughout.
   Comprising of an open plan kitchen, reception room, two bedrooms and a bath and shower room in one.
   The flat benefits from built-in storage and a separate huge storage room outside the flat. Read more",Apartment,2.0,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,24/09/2023,,"(51.4968954, -0.1850318)",51.4968954,-0.1850318
638,661,https://www.rightmove.co.uk/properties/137161424#/?channel=RES_LET,"Benjamin House, Cecil Grove, St Johns Wood NW8 7EF",3012.0,"   The accommodation features a beautiful entrance hall, spacious reception room offering excellent living & entertaining space opening out onto a private balcony, open plan contemporary fitted kitchen with hi-tech appliances and stone worktops, double bedroom with fitted wardrobes and a fully tiled luxurious bathroom/WC. The newly refurbished apartment features an integrated home audio system, secure video entry system and wood flooring throughout the entrance and living area.  Regents Gate comprises two neighbouring residential buildings situated either side of a superb private landscaped garden. The 28 interior designed apartments are arranged over three and five floors, each one packed with high tech features throughout creating a luxurious and sophisticated property. This fantastic development is located between Regents Park and Primrose Hill, opposite London Zoo. Local amenities include superb shopping in St Johns Wood High Street, with its restaurants, boutiques, shops and cafes. The open spaces of Regents Park, including the world famous London Zoo, together with Primrose Hill are all within walking distance. Lords Cricket Ground is also located nearby. Public transport links are afforded by St Johns Wood underground station (Jubilee Line) and several bus routes operate in the vicinity.  Read more",Apartment,1.0,1.0,"Furnished or unfurnished, landlord is flexible",,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,0.0,"(51.536504, -0.164385)",51.536504,-0.164385
639,662,https://www.rightmove.co.uk/properties/137161406#/?channel=RES_LET,Hampstead Village NW3,4983.0,"A well presented, Grade II listed, period house. located in this quiet enclave in the heart of Hampstead Village. The property has been completely redecorated, is immaculately maintained and is well secluded from the road behind security gates and high walls.
   The house arranged over only three floors and is located moments from 'The Village' and underground, close to Hampstead Heath as well as the shops, cafes and brasseries of the area.
   The accommodation comprises two good sized bedrooms, 2 bathrooms, a reception room and kitchen.
   The monthly rent equals £4983.33 Deposit £6900.00 Council Tax Camden Band H EPC E Read more",Semi-Detached,2.0,2.0,Ask agent,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,,"(51.552334197151424, -0.1725221611694152)",51.552334197151424,-0.1725221611694152
640,663,https://www.rightmove.co.uk/properties/125777612#/?channel=RES_LET,"Dartmouth Road, Kilburn, NW2",2275.0,"The property is situated on the first floor of a Victorian conversion, it comprises of two double bedrooms with built in wardrobes, a good living space and a separate kitchen with neutral décor throughout.  There are many local amenities within the area and Kilburn Tube Station is in walking distance from the property. Read more",Flat,2.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,30/09/2023,2250.0,"(51.55735569304733, -0.221136150147929)",51.55735569304733,-0.221136150147929
641,664,https://www.rightmove.co.uk/properties/137161304#/?channel=RES_LET,"Warren Court, Euston Road, London, NW1",2167.0,"A stylish studio flat with large living space in the heart of the West End. This is situated on the fifth floor. The property has just been redecorated with wood floors, neutral decor and a luxury bathroom. This well-located property is only minutes' walk away from Regent's Park as well as a selection of shops, restaurants, library's, sports facilities, supermarkets and nightlife in Fitzrovia, Camden Town and Islington. It is also in close proximity to a number of top London universities and the West End. Transportation links include Warren Street station that is few minutes walk away.   Read more",Apartment,,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,0.0,"(51.54267016588916, -0.1863806122410897)",51.54267016588916,-0.1863806122410897
642,665,https://www.rightmove.co.uk/properties/129220841#/?channel=RES_LET,"Warehouse Court, Major Draper Street, Woolwich, SE18",1900.0,"Wow! Available from 16th August - A luxurious One bedroom apartment located within a sought after development of Woolwich Arsenal. Features a stunning open plan fully fitted kitchen with integrated appliances, contemporary decor and flooring, a private balcony overlooking the gorgeous communal gardens, a stylish bathroom suite and a spacious bedroom with built in wardrobes. Also features an on site gym and concierge service. The location is perfect with the River Thames on your doorstep and great local amenities, shopping facilities, bars and restaurants to enjoy a good night out. For transport, Woolwich Arsenal Station is just a short walk away and services run into the heart of the City and West End in just 20-30 minutes. The Thames Clipper River Boat service also takes you to Canary Wharf in just 25 minutes and is great for visiting the 02 and City Airport. Call now for viewings. Read more",Apartment,1.0,,"Furnished or unfurnished, landlord is flexible",,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,2192.0,"(51.484397991643455, 0.0725827291086351)",51.484397991643455,0.0725827291086351
643,666,https://www.rightmove.co.uk/properties/137020964#/?channel=RES_LET,"Salisbury Road, London",1200.0,"   Salisbury Road offers a blend of studios, two bedroom apartments to rent within a newly secure, serviced and refurbished residential apartment building with the all the modern quirks of being local to all shops, restaurants, amenities and transport links all within close proximity. Experience the luxury of a separate sleeping area that surpasses the size of an average studio. Perfect for young professionals or a single occupant.  LOCATION    Meridian Water railway station is located within a 10 minute drive with links to both East and North London with the added bonus of a number of conveniently located bus routes leading across the capital. Conveniently, a 9 minute drive to Chingford train station or 15 minute drive to Edmonton. A trip to Chingford leads you into a stunning golf course, attractive cycle routes, residential parks and nearby pubs. Additionally, major road networks, including the A406 and the 97 bus route to Chingford enables convenient access to Chingford Overground train station to get into central London. WATER / GAS / ELECTRICS & INTERNET ALL INCLUDED AT £1,375PCM EPC Rating: C Council Tax Band: C   Read more",Studio,,1.0,Unfurnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,1587.0,"(51.5491876, 0.0468172)",51.5491876,0.0468172
644,667,https://www.rightmove.co.uk/properties/137161169#/?channel=RES_LET,"Colindale Gardens, Carmelia House, NW9",1850.0,"STUNNING ONE bedroom ONE bathroom luxury apartment situated within the stunning settings of Colindale Gardens NW9 and located on the 5th floor with lift access this stunning property has been finished to a high specification throughout. Internally the apartment features an open plan fully fitted kitchen/reception room leading onto a private balcony, master bedroom with fitted wardrobe and off-suite bathroom. Other benefits include underfloor heating, concierge service and on-site residents gymnasium. Superbly positioned for nearby Colindale tube station with direct service to Central London and local amenities. Available to rent NOW! Read more",Apartment,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,,"(51.58813161675824, -0.2550784986263736)",51.58813161675824,-0.2550784986263736
645,668,https://www.rightmove.co.uk/properties/137161148#/?channel=RES_LET,"Argyll Road, Woolwich Arsenal",2400.0,"An attractive Grade II listed warehouse conversion in the heart of this quiet Historic development just moments to the River. Beautifully presented throughout with period features such as exposed brick and large sash windows. Offered over two floors and benefiting from on-site concierge, residents gym and parking. Only 0.4 miles to the Elizabeth Line and within close proximity of local supermarkets, gastro pub, Thames clipper and high street. Read more",Flat,2.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Ask agent,2769.0,"(51.4947829, 0.0748816)",51.4947829,0.0748816
646,669,https://www.rightmove.co.uk/properties/137161097#/?channel=RES_LET,"Osier Court, Osier Street, Mile End, London, E1",2000.0,"A bright and airy two double bedroom apartment with a balcony, within this well maintained development next to Stepney Green Station. This beautifully presented property benefits from two generously sized double bedrooms with ample storage space, a large reception room, a modern fully fitted kitchen with integrated appliances, a contemporary bathroom and a balcony. Further benefits include modern features and fittings and excellent natural light from the big windows.  Situated in a private block the property is conveniently located moments from large supermarkets and transport links such as Stepney Green Underground Station.  Early viewings are highly recommended!   Read more",Apartment,2.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,20/09/2023,2307.0,"(51.5389482713998, -0.0102502956696878)",51.5389482713998,-0.0102502956696878
647,670,https://www.rightmove.co.uk/properties/137160869#/?channel=RES_LET,"Keybridge Tower, London, SW8",4225.0,"A luxury three bedroom apartment in the Keybridge Tower, Vauxhall, SW8, available to let through Knight Frank Battersea & Riverside.
     Upon completion, residents will additionally benefit from a 24-hour concierge, Keybridge Club Lounge, a 15-meter swimming pool, a gym, a sauna and a steam room.
   Keybridge House is located within a short walking distance of Vauxhall Station (Zone 1) and its Underground and National Rail links. Residents can enjoy Vauxhall's famous nightlife, including live performances, club nights and cabaret as well as the shops, bars, and cafes in the local area. Open spaces such as Vauxhall Park, Vauxhall City Farm and Battersea Park are close by and popular shopping and entertainment hubs such as Oxford Circus and Leicester Square can be reached in under 15 minutes Read more",Apartment,2.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,20/09/2023,,"(51.4766616195006, -0.1319639203329369)",51.4766616195006,-0.1319639203329369
648,671,https://www.rightmove.co.uk/properties/137161082#/?channel=RES_LET,"Roehampton High Street, SW15",1500.0,"A one-bedroom apartment located on Roehampton High Street, offering convenience, comfort, and a fantastic location. Situated above a commercial space, this cosy apartment provides a unique living opportunity that combines residential tranquillity with easy access to a vibrant neighbourhood. Available for rent starting in July, this property is perfect for individuals seeking a compact yet stylish place to call home. Brochures Property details Read more",Flat,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,20/07/2023,1731.0,"(51.4499358, -0.240891)",51.4499358,-0.240891
649,672,https://www.rightmove.co.uk/properties/134943692#/?channel=RES_LET,"Odessa Street, Surrey Quays SE16",2750.0,"Set within Surrey Quays' premier development New Caledonian Wharf, boasting residents' gymnasium, indoor swimming pool and communal grounds including BBQ on the banks of the Thames, as well as concierge and allocated underground parking, this luxurious property provides over 1,300sqft of modern living accommodation complimented by a three piece en-suite bathroom and walk in wardrobe to the master bedroom, and has the unique feature of being the only apartment in the development with direct river access from its balcony. Flooded with natural light throughout, with all mod cons and meticulous attention to detail in all of the décor, the property will be available for an early July occupation on a furnished basis.  The transport links and amenities of Surrey Quays and Canada Water are all within walking distance, as is Russia Dock Woodland and the green open spaces of Southwark Park.  River services for easy access to Canary Wharf can be found at the nearby Greenland Pier. Brochures Odessa Street, Surrey Quays SE16 Brochure Read more",Apartment,2.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,22/07/2023,3173.0,"(51.4965807874885, -0.053087634774609)",51.4965807874885,-0.053087634774609
650,673,https://www.rightmove.co.uk/properties/137161016#/?channel=RES_LET,"Wightman Road, 
Hornsey, N8",3000.0,"A Split level 3 bedroom apartment  with an extra room ideal for storage or as an office space situated on a residential road of the Haringey Ladder. Ideal for sharers the property is close to Finsbury Park and Green Lanes local amenities. Has Turnpike Lane and Haringey Green Lanes stations within close proximity. Property is available in September. Sharers welcome. Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( ChestertonsChinaDesk ) Brochures Super-size images and Full Online Details ---  Read more",Terraced,3.0,1.0,Part furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,08/09/2023,,"(51.5886254, -0.1098731)",51.5886254,-0.1098731
651,674,https://www.rightmove.co.uk/properties/137161013#/?channel=RES_LET,"Trebovir Road, 
Earls Court, SW5",1430.0,"A spacious and charming studio that has come onto the market for rentals. The self contained Studio apartment has excellent floor space, a kitchen, fully fitted bathroom and separate utility cupboard. The property is available on a furnished basis only and is professionally managed. With the property being moments from Earls Court tube station and local amenities, this is the perfect home for a single professional or student. Earls Court has excellent transport throughout London, as well as bars, restaurants and supermarkets. Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( ChestertonsChinaDesk ) Brochures Super-size images and Full Online Details ---  Brochure and Particulars Read more",Flat,,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,1650.0,"(51.49155434726688, -0.1918615144694533)",51.49155434726688,-0.1918615144694533
652,675,https://www.rightmove.co.uk/properties/136879520#/?channel=RES_LET,River Heights Stratford E15,2350.0,"This two bedroom apartment is located in the modern Stratford Riverside development boasting a gym and concierge.  River heights is just a short walk from the amenities Westfield has to offer and also Stratford underground station for links across London. Property has far reaching views across towards the Olympic park.  The property comprises of a spacious living room with two long balconies.  Modern grey high gloss kitchen with integrated appliances.  Master bedroom with en-suite shower room and built in wardrobes.  Second spacious bedroom with balcony.  Family bathroom with bath.  Concierge and Gym. The property is offered furnished. As well as paying the rent, you may also be required to make the following permitted payments. If your tenancy does not qualify as an AST, additional fees may apply. Please visit jll.co.uk/fees for details of fees which may be payable when renting a property. Read more",Apartment,2.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,14/07/2023,,"(51.53379915, -0.007853675528112497)",51.53379915,-0.0078536755281124
653,676,https://www.rightmove.co.uk/properties/137160959#/?channel=RES_LET,"All Souls Church, Loundoun Road, London, NW8",2578.0,Furnished one double bedroom apartment with an en-suite bathroom. This is situated on the ground floor duplex with mezzanine level property provides a spacious open plan reception area and modernized kitchen.  Located in a central location along with many nearby restaurants and cafes. Good transportation links are only 2-3  minutes’ walk to South Hampstead overground station and a 10-15 minutes walk to St. John's Wood underground station.   Read more,Apartment,1.0,1.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,Now,0.0,"(51.53222551768869, -0.1744123372641509)",51.53222551768869,-0.1744123372641509
654,677,https://www.rightmove.co.uk/properties/137160770#/?channel=RES_LET,"Merchant Square, Westminster, W2",6500.0,"Regent are excited to present this modern and high specification apartment located in the picturesque Paddington Basin.  This spectacular apartment comprises three large bedrooms and two spacious, fully equipped bathrooms which benefit from built-in wardrobes. The open plan reception is modern, with wooden floors, and a large fully fitted kitchen with all modern conveniences, and  two spectacular terraces that provide beautiful views overlooking the canal all year round. Residents' will have access to a private residents' lounge, private screening room, a personal training room, bookable meeting room with business facilities, and a roof garden overlooking the canal.  Residents will also be able to join the fully equipped private health club with a swimming pool in the sister building adjacent to the development. The apartment is located moments away from Edgware Road tube station and a short walk to London Paddington station. Hyde Park is a short distance away from the property and residents will enjoy the plethora of shops, restaurants, and boutiques in the area.   Regent Property comply with the Tenant Fees Act 2019 and are members of The Property Ombudsman scheme. Our Client Money Protection is provided by the UKALA Total Loss CMP scheme. For more information please visit our website or call our office on the number above. Read more",Apartment,3.0,2.0,Furnished,,Ask Agents,Ask Agents,Ask Agents,Ask Agents,01/08/2023,,"(51.5189349, -0.1731207)",51.5189349,-0.1731207
